OrderID,Date,Service,Canal,MenuItemID,Quantite,PrixUnitaire,MontantLigne,CoutMatiereLigne
6911,2025-10-07,Soir,Livraison,4,1,9.5,9.5,2.66
6912,2025-10-07,Midi,Sur place,9,1,18.5,18.5,6.29
6912,2025-10-07,Midi,Sur place,9,1,18.5,18.5,6.29
6912,2025-10-07,Midi,Sur place,36,1,11.0,11.0,2.42
6912,2025-10-07,Midi,Sur place,15,1,19.5,19.5,6.24
6912,2025-10-07,Midi,Sur place,39,1,3.0,3.0,0.3
6912,2025-10-07,Midi,Sur place,12,2,21.0,42.0,11.76
6913,2025-10-07,Soir,Sur place,11,2,26.0,52.0,20.8
6913,2025-10-07,Soir,Sur place,23,1,6.5,6.5,1.69
6913,2025-10-07,Soir,Sur place,29,1,8.5,8.5,2.29
6914,2025-10-07,Soir,Sur place,33,1,6.5,6.5,1.3
6914,2025-10-07,Soir,Sur place,22,1,6.0,6.0,1.68
6915,2025-10-07,Soir,A emporter,14,1,27.5,27.5,11.27
6916,2025-10-07,Soir,Sur place,14,1,27.5,27.5,11.27
6916,2025-10-07,Soir,Sur place,31,1,9.5,9.5,2.19
6917,2025-10-07,Midi,Sur place,17,1,20.0,20.0,7.2
6917,2025-10-07,Midi,Sur place,25,1,8.5,8.5,1.87
6917,2025-10-07,Midi,Sur place,16,2,18.0,36.0,9.0
6918,2025-10-07,Soir,Sur place,11,1,26.0,26.0,10.4
6918,2025-10-07,Soir,Sur place,13,1,17.5,17.5,4.55
6918,2025-10-07,Soir,Sur place,21,2,5.5,11.0,2.42
6918,2025-10-07,Soir,Sur place,39,1,3.0,3.0,0.3
6918,2025-10-07,Soir,Sur place,13,1,17.5,17.5,4.55
6919,2025-10-07,Soir,A emporter,33,1,6.5,6.5,1.3
6919,2025-10-07,Soir,A emporter,35,2,6.0,12.0,2.16
6920,2025-10-07,Soir,A emporter,36,1,11.0,11.0,2.42
6920,2025-10-07,Soir,A emporter,5,2,15.0,30.0,11.4
6921,2025-10-07,Soir,Sur place,34,1,6.5,6.5,1.3
6921,2025-10-07,Soir,Sur place,39,1,3.0,3.0,0.3
6921,2025-10-07,Soir,Sur place,37,1,4.0,4.0,0.48
6921,2025-10-07,Soir,Sur place,20,2,18.0,36.0,10.8
6921,2025-10-07,Soir,Sur place,17,1,20.0,20.0,7.2
6922,2025-10-07,Midi,A emporter,25,1,8.5,8.5,1.87
6922,2025-10-07,Midi,A emporter,35,2,6.0,12.0,2.16
6922,2025-10-07,Midi,A emporter,11,1,26.0,26.0,10.4
6922,2025-10-07,Midi,A emporter,6,1,10.5,10.5,3.25
6923,2025-10-07,Midi,Sur place,35,1,6.0,6.0,1.08
6923,2025-10-07,Midi,Sur place,34,1,6.5,6.5,1.3
6923,2025-10-07,Midi,Sur place,27,1,8.5,8.5,2.12
6924,2025-10-07,Soir,Sur place,2,2,11.0,22.0,6.6
6924,2025-10-07,Soir,Sur place,34,2,6.5,13.0,2.6
6924,2025-10-07,Soir,Sur place,37,1,4.0,4.0,0.48
6925,2025-10-07,Soir,Sur place,39,2,3.0,6.0,0.6
6925,2025-10-07,Soir,Sur place,5,1,15.0,15.0,5.7
6926,2025-10-07,Soir,Sur place,37,2,4.0,8.0,0.96
6926,2025-10-07,Soir,Sur place,34,3,6.5,19.5,3.9
6927,2025-10-07,Midi,A emporter,13,1,17.5,17.5,4.55
6927,2025-10-07,Midi,A emporter,31,2,9.5,19.0,4.38
6927,2025-10-07,Midi,A emporter,21,1,5.5,5.5,1.21
6928,2025-10-07,Soir,Sur place,26,1,9.0,9.0,2.34
6928,2025-10-07,Soir,Sur place,18,1,22.5,22.5,7.87
6929,2025-10-07,Midi,Sur place,30,1,11.0,11.0,4.4
6929,2025-10-07,Midi,Sur place,28,1,8.0,8.0,1.92
6929,2025-10-07,Midi,Sur place,3,1,13.5,13.5,4.46
6930,2025-10-07,Midi,Sur place,3,2,13.5,27.0,8.92
6930,2025-10-07,Midi,Sur place,28,1,8.0,8.0,1.92
6930,2025-10-07,Midi,Sur place,20,1,18.0,18.0,5.4
6930,2025-10-07,Midi,Sur place,9,1,18.5,18.5,6.29
6930,2025-10-07,Midi,Sur place,40,1,5.5,5.5,1.65
6931,2025-10-07,Midi,Livraison,22,1,6.0,6.0,1.68
6931,2025-10-07,Midi,Livraison,39,1,3.0,3.0,0.3
6932,2025-10-07,Midi,Sur place,15,2,19.5,39.0,12.48
6932,2025-10-07,Midi,Sur place,28,1,8.0,8.0,1.92
6933,2025-10-07,Soir,Sur place,30,3,11.0,33.0,13.2
6933,2025-10-07,Soir,Sur place,23,1,6.5,6.5,1.69
6933,2025-10-07,Soir,Sur place,13,1,17.5,17.5,4.55
6934,2025-10-07,Soir,A emporter,38,2,4.5,9.0,1.34
6934,2025-10-07,Soir,A emporter,31,2,9.5,19.0,4.38
6934,2025-10-07,Soir,A emporter,37,1,4.0,4.0,0.48
6935,2025-10-07,Soir,Livraison,26,1,9.0,9.0,2.34
6935,2025-10-07,Soir,Livraison,3,1,13.5,13.5,4.46
6935,2025-10-07,Soir,Livraison,20,1,18.0,18.0,5.4
6935,2025-10-07,Soir,Livraison,37,1,4.0,4.0,0.48
6936,2025-10-07,Midi,Sur place,10,3,29.0,87.0,36.54
6937,2025-10-07,Soir,Sur place,29,2,8.5,17.0,4.58
6937,2025-10-07,Soir,Sur place,13,1,17.5,17.5,4.55
6938,2025-10-07,Soir,Livraison,3,1,13.5,13.5,4.46
6938,2025-10-07,Soir,Livraison,9,1,18.5,18.5,6.29
6939,2025-10-07,Midi,Sur place,25,1,8.5,8.5,1.87
6940,2025-10-07,Soir,Livraison,26,1,9.0,9.0,2.34
6940,2025-10-07,Soir,Livraison,26,1,9.0,9.0,2.34
6941,2025-10-07,Midi,A emporter,26,1,9.0,9.0,2.34
6942,2025-10-07,Soir,Livraison,26,1,9.0,9.0,2.34
6942,2025-10-07,Soir,Livraison,10,1,29.0,29.0,12.18
6942,2025-10-07,Soir,Livraison,2,1,11.0,11.0,3.3
6942,2025-10-07,Soir,Livraison,27,1,8.5,8.5,2.12
6943,2025-10-07,Soir,Livraison,9,1,18.5,18.5,6.29
6943,2025-10-07,Soir,Livraison,16,1,18.0,18.0,4.5
6944,2025-10-07,Midi,Sur place,17,1,20.0,20.0,7.2
6944,2025-10-07,Midi,Sur place,9,1,18.5,18.5,6.29
6944,2025-10-07,Midi,Sur place,15,1,19.5,19.5,6.24
6944,2025-10-07,Midi,Sur place,38,1,4.5,4.5,0.67
6944,2025-10-07,Midi,Sur place,34,1,6.5,6.5,1.3
6944,2025-10-07,Midi,Sur place,10,2,29.0,58.0,24.36
6945,2025-10-07,Midi,Sur place,22,1,6.0,6.0,1.68
6945,2025-10-07,Midi,Sur place,39,2,3.0,6.0,0.6
6945,2025-10-07,Midi,Sur place,39,1,3.0,3.0,0.3
6945,2025-10-07,Midi,Sur place,13,1,17.5,17.5,4.55
6945,2025-10-07,Midi,Sur place,37,1,4.0,4.0,0.48
6945,2025-10-07,Midi,Sur place,7,1,16.5,16.5,6.6
6946,2025-10-07,Soir,A emporter,17,3,20.0,60.0,21.6
6946,2025-10-07,Soir,A emporter,33,1,6.5,6.5,1.3
6946,2025-10-07,Soir,A emporter,21,1,5.5,5.5,1.21
6947,2025-10-07,Midi,Sur place,25,1,8.5,8.5,1.87
6947,2025-10-07,Midi,Sur place,13,1,17.5,17.5,4.55
6947,2025-10-07,Midi,Sur place,9,2,18.5,37.0,12.58
6948,2025-10-07,Soir,Livraison,39,1,3.0,3.0,0.3
6949,2025-10-07,Soir,A emporter,39,1,3.0,3.0,0.3
6949,2025-10-07,Soir,A emporter,25,1,8.5,8.5,1.87
6949,2025-10-07,Soir,A emporter,24,1,4.5,4.5,0.9
6950,2025-10-07,Soir,Sur place,12,1,21.0,21.0,5.88
6950,2025-10-07,Soir,Sur place,26,1,9.0,9.0,2.34
6950,2025-10-07,Soir,Sur place,37,1,4.0,4.0,0.48
6950,2025-10-07,Soir,Sur place,14,1,27.5,27.5,11.27
6950,2025-10-07,Soir,Sur place,26,2,9.0,18.0,4.68
6951,2025-10-07,Soir,Sur place,39,2,3.0,6.0,0.6
6951,2025-10-07,Soir,Sur place,15,1,19.5,19.5,6.24
6952,2025-10-08,Soir,Sur place,6,1,10.5,10.5,3.25
6952,2025-10-08,Soir,Sur place,21,1,5.5,5.5,1.21
6952,2025-10-08,Soir,Sur place,37,2,4.0,8.0,0.96
6952,2025-10-08,Soir,Sur place,13,1,17.5,17.5,4.55
6953,2025-10-08,Soir,Sur place,12,1,21.0,21.0,5.88
6953,2025-10-08,Soir,Sur place,27,1,8.5,8.5,2.12
6953,2025-10-08,Soir,Sur place,20,1,18.0,18.0,5.4
6954,2025-10-08,Midi,A emporter,34,1,6.5,6.5,1.3
6954,2025-10-08,Midi,A emporter,18,2,22.5,45.0,15.74
6954,2025-10-08,Midi,A emporter,36,1,11.0,11.0,2.42
6955,2025-10-08,Soir,Sur place,10,1,29.0,29.0,12.18
6955,2025-10-08,Soir,Sur place,3,2,13.5,27.0,8.92
6955,2025-10-08,Soir,Sur place,12,1,21.0,21.0,5.88
6956,2025-10-08,Soir,Sur place,30,1,11.0,11.0,4.4
6956,2025-10-08,Soir,Sur place,8,1,21.0,21.0,9.45
6956,2025-10-08,Soir,Sur place,28,1,8.0,8.0,1.92
6956,2025-10-08,Soir,Sur place,17,1,20.0,20.0,7.2
6957,2025-10-08,Soir,Sur place,17,2,20.0,40.0,14.4
6958,2025-10-08,Soir,Livraison,29,2,8.5,17.0,4.58
6958,2025-10-08,Soir,Livraison,37,1,4.0,4.0,0.48
6958,2025-10-08,Soir,Livraison,37,1,4.0,4.0,0.48
6958,2025-10-08,Soir,Livraison,11,1,26.0,26.0,10.4
6958,2025-10-08,Soir,Livraison,31,2,9.5,19.0,4.38
6959,2025-10-08,Midi,Sur place,12,1,21.0,21.0,5.88
6959,2025-10-08,Midi,Sur place,24,1,4.5,4.5,0.9
6959,2025-10-08,Midi,Sur place,36,1,11.0,11.0,2.42
6959,2025-10-08,Midi,Sur place,20,1,18.0,18.0,5.4
6959,2025-10-08,Midi,Sur place,13,1,17.5,17.5,4.55
6960,2025-10-08,Midi,A emporter,25,1,8.5,8.5,1.87
6960,2025-10-08,Midi,A emporter,30,1,11.0,11.0,4.4
6960,2025-10-08,Midi,A emporter,36,2,11.0,22.0,4.84
6961,2025-10-08,Soir,Livraison,3,1,13.5,13.5,4.46
6961,2025-10-08,Soir,Livraison,33,1,6.5,6.5,1.3
6961,2025-10-08,Soir,Livraison,27,2,8.5,17.0,4.24
6961,2025-10-08,Soir,Livraison,31,1,9.5,9.5,2.19
6962,2025-10-08,Midi,Livraison,33,2,6.5,13.0,2.6
6962,2025-10-08,Midi,Livraison,17,1,20.0,20.0,7.2
6962,2025-10-08,Midi,Livraison,40,1,5.5,5.5,1.65
6962,2025-10-08,Midi,Livraison,40,1,5.5,5.5,1.65
6962,2025-10-08,Midi,Livraison,35,1,6.0,6.0,1.08
6963,2025-10-08,Soir,Livraison,31,1,9.5,9.5,2.19
6963,2025-10-08,Soir,Livraison,24,1,4.5,4.5,0.9
6964,2025-10-08,Midi,Sur place,9,1,18.5,18.5,6.29
6964,2025-10-08,Midi,Sur place,33,1,6.5,6.5,1.3
6965,2025-10-08,Soir,Sur place,19,1,16.0,16.0,4.32
6965,2025-10-08,Soir,Sur place,35,2,6.0,12.0,2.16
6966,2025-10-08,Soir,Sur place,21,1,5.5,5.5,1.21
6966,2025-10-08,Soir,Sur place,2,1,11.0,11.0,3.3
6966,2025-10-08,Soir,Sur place,21,1,5.5,5.5,1.21
6967,2025-10-08,Midi,Sur place,4,1,9.5,9.5,2.66
6967,2025-10-08,Midi,Sur place,10,2,29.0,58.0,24.36
6967,2025-10-08,Midi,Sur place,38,2,4.5,9.0,1.34
6967,2025-10-08,Midi,Sur place,19,3,16.0,48.0,12.96
6968,2025-10-08,Soir,Sur place,16,1,18.0,18.0,4.5
6968,2025-10-08,Soir,Sur place,24,1,4.5,4.5,0.9
6969,2025-10-08,Midi,Sur place,13,1,17.5,17.5,4.55
6969,2025-10-08,Midi,Sur place,17,3,20.0,60.0,21.6
6970,2025-10-08,Midi,Sur place,22,1,6.0,6.0,1.68
6970,2025-10-08,Midi,Sur place,28,1,8.0,8.0,1.92
6971,2025-10-08,Soir,A emporter,35,2,6.0,12.0,2.16
6971,2025-10-08,Soir,A emporter,10,1,29.0,29.0,12.18
6971,2025-10-08,Soir,A emporter,12,3,21.0,63.0,17.64
6971,2025-10-08,Soir,A emporter,33,1,6.5,6.5,1.3
6972,2025-10-08,Midi,Sur place,11,1,26.0,26.0,10.4
6972,2025-10-08,Midi,Sur place,15,1,19.5,19.5,6.24
6972,2025-10-08,Midi,Sur place,9,1,18.5,18.5,6.29
6972,2025-10-08,Midi,Sur place,31,1,9.5,9.5,2.19
6973,2025-10-08,Soir,Livraison,8,1,21.0,21.0,9.45
6973,2025-10-08,Soir,Livraison,19,1,16.0,16.0,4.32
6973,2025-10-08,Soir,Livraison,34,1,6.5,6.5,1.3
6973,2025-10-08,Soir,Livraison,17,2,20.0,40.0,14.4
6974,2025-10-08,Soir,Sur place,1,1,7.5,7.5,1.8
6974,2025-10-08,Soir,Sur place,6,1,10.5,10.5,3.25
6975,2025-10-08,Soir,Sur place,36,1,11.0,11.0,2.42
6975,2025-10-08,Soir,Sur place,6,1,10.5,10.5,3.25
6975,2025-10-08,Soir,Sur place,40,1,5.5,5.5,1.65
6975,2025-10-08,Soir,Sur place,37,1,4.0,4.0,0.48
6975,2025-10-08,Soir,Sur place,4,1,9.5,9.5,2.66
6976,2025-10-08,Soir,Sur place,33,1,6.5,6.5,1.3
6976,2025-10-08,Soir,Sur place,34,1,6.5,6.5,1.3
6976,2025-10-08,Soir,Sur place,19,1,16.0,16.0,4.32
6976,2025-10-08,Soir,Sur place,13,1,17.5,17.5,4.55
6977,2025-10-08,Midi,Sur place,21,1,5.5,5.5,1.21
6977,2025-10-08,Midi,Sur place,12,1,21.0,21.0,5.88
6978,2025-10-08,Soir,Sur place,21,1,5.5,5.5,1.21
6978,2025-10-08,Soir,Sur place,26,3,9.0,27.0,7.02
6978,2025-10-08,Soir,Sur place,25,1,8.5,8.5,1.87
6979,2025-10-08,Soir,Sur place,14,1,27.5,27.5,11.27
6979,2025-10-08,Soir,Sur place,26,1,9.0,9.0,2.34
6980,2025-10-08,Midi,Sur place,19,1,16.0,16.0,4.32
6980,2025-10-08,Midi,Sur place,7,1,16.5,16.5,6.6
6980,2025-10-08,Midi,Sur place,25,1,8.5,8.5,1.87
6981,2025-10-08,Soir,Sur place,32,1,6.0,6.0,1.68
6981,2025-10-08,Soir,Sur place,29,1,8.5,8.5,2.29
6981,2025-10-08,Soir,Sur place,9,1,18.5,18.5,6.29
6982,2025-10-08,Soir,Sur place,9,2,18.5,37.0,12.58
6982,2025-10-08,Soir,Sur place,2,1,11.0,11.0,3.3
6983,2025-10-08,Midi,A emporter,3,3,13.5,40.5,13.38
6983,2025-10-08,Midi,A emporter,30,1,11.0,11.0,4.4
6983,2025-10-08,Midi,A emporter,35,1,6.0,6.0,1.08
6984,2025-10-08,Soir,Sur place,17,2,20.0,40.0,14.4
6984,2025-10-08,Soir,Sur place,9,2,18.5,37.0,12.58
6984,2025-10-08,Soir,Sur place,26,1,9.0,9.0,2.34
6985,2025-10-08,Soir,A emporter,22,1,6.0,6.0,1.68
6985,2025-10-08,Soir,A emporter,36,1,11.0,11.0,2.42
6985,2025-10-08,Soir,A emporter,28,1,8.0,8.0,1.92
6986,2025-10-08,Soir,A emporter,25,1,8.5,8.5,1.87
6986,2025-10-08,Soir,A emporter,34,2,6.5,13.0,2.6
6987,2025-10-08,Midi,Sur place,14,1,27.5,27.5,11.27
6987,2025-10-08,Midi,Sur place,5,1,15.0,15.0,5.7
6987,2025-10-08,Midi,Sur place,2,1,11.0,11.0,3.3
6987,2025-10-08,Midi,Sur place,39,1,3.0,3.0,0.3
6988,2025-10-08,Midi,Livraison,37,1,4.0,4.0,0.48
6988,2025-10-08,Midi,Livraison,37,2,4.0,8.0,0.96
6988,2025-10-08,Midi,Livraison,21,1,5.5,5.5,1.21
6988,2025-10-08,Midi,Livraison,21,1,5.5,5.5,1.21
6989,2025-10-08,Midi,A emporter,9,2,18.5,37.0,12.58
6989,2025-10-08,Midi,A emporter,30,1,11.0,11.0,4.4
6990,2025-10-08,Midi,Livraison,18,1,22.5,22.5,7.87
6990,2025-10-08,Midi,Livraison,22,2,6.0,12.0,3.36
6990,2025-10-08,Midi,Livraison,37,2,4.0,8.0,0.96
6990,2025-10-08,Midi,Livraison,35,1,6.0,6.0,1.08
6991,2025-10-08,Soir,Sur place,25,1,8.5,8.5,1.87
6991,2025-10-08,Soir,Sur place,34,1,6.5,6.5,1.3
6991,2025-10-08,Soir,Sur place,3,1,13.5,13.5,4.46
6992,2025-10-08,Soir,Livraison,10,1,29.0,29.0,12.18
6992,2025-10-08,Soir,Livraison,6,1,10.5,10.5,3.25
6992,2025-10-08,Soir,Livraison,22,1,6.0,6.0,1.68
6992,2025-10-08,Soir,Livraison,20,1,18.0,18.0,5.4
6992,2025-10-08,Soir,Livraison,32,1,6.0,6.0,1.68
6993,2025-10-08,Midi,Sur place,1,1,7.5,7.5,1.8
6993,2025-10-08,Midi,Sur place,28,1,8.0,8.0,1.92
6994,2025-10-08,Midi,Sur place,20,1,18.0,18.0,5.4
6994,2025-10-08,Midi,Sur place,3,1,13.5,13.5,4.46
6994,2025-10-08,Midi,Sur place,39,2,3.0,6.0,0.6
6994,2025-10-08,Midi,Sur place,29,1,8.5,8.5,2.29
6994,2025-10-08,Midi,Sur place,34,2,6.5,13.0,2.6
6995,2025-10-08,Soir,Sur place,21,1,5.5,5.5,1.21
6995,2025-10-08,Soir,Sur place,13,1,17.5,17.5,4.55
6995,2025-10-08,Soir,Sur place,1,2,7.5,15.0,3.6
6995,2025-10-08,Soir,Sur place,4,1,9.5,9.5,2.66
6996,2025-10-08,Soir,Sur place,16,1,18.0,18.0,4.5
6996,2025-10-08,Soir,Sur place,28,1,8.0,8.0,1.92
6996,2025-10-08,Soir,Sur place,39,1,3.0,3.0,0.3
6996,2025-10-08,Soir,Sur place,39,1,3.0,3.0,0.3
6997,2025-10-08,Soir,Sur place,20,1,18.0,18.0,5.4
6997,2025-10-08,Soir,Sur place,15,1,19.5,19.5,6.24
6997,2025-10-08,Soir,Sur place,15,1,19.5,19.5,6.24
6997,2025-10-08,Soir,Sur place,39,1,3.0,3.0,0.3
6997,2025-10-08,Soir,Sur place,3,1,13.5,13.5,4.46
6998,2025-10-08,Soir,Sur place,30,1,11.0,11.0,4.4
6998,2025-10-08,Soir,Sur place,37,2,4.0,8.0,0.96
6999,2025-10-08,Soir,Sur place,29,1,8.5,8.5,2.29
6999,2025-10-08,Soir,Sur place,10,1,29.0,29.0,12.18
7000,2025-10-08,Midi,Livraison,31,1,9.5,9.5,2.19
7000,2025-10-08,Midi,Livraison,25,1,8.5,8.5,1.87
7001,2025-10-08,Midi,Sur place,39,1,3.0,3.0,0.3
7001,2025-10-08,Midi,Sur place,31,1,9.5,9.5,2.19
7001,2025-10-08,Midi,Sur place,39,1,3.0,3.0,0.3
7002,2025-10-08,Midi,Sur place,36,1,11.0,11.0,2.42
7002,2025-10-08,Midi,Sur place,33,2,6.5,13.0,2.6
7002,2025-10-08,Midi,Sur place,34,1,6.5,6.5,1.3
7002,2025-10-08,Midi,Sur place,10,1,29.0,29.0,12.18
7003,2025-10-08,Midi,Sur place,11,1,26.0,26.0,10.4
7004,2025-10-08,Soir,Livraison,25,1,8.5,8.5,1.87
7004,2025-10-08,Soir,Livraison,34,2,6.5,13.0,2.6
7004,2025-10-08,Soir,Livraison,13,1,17.5,17.5,4.55
7005,2025-10-08,Midi,Sur place,11,2,26.0,52.0,20.8
7005,2025-10-08,Midi,Sur place,12,1,21.0,21.0,5.88
7005,2025-10-08,Midi,Sur place,10,1,29.0,29.0,12.18
7005,2025-10-08,Midi,Sur place,6,1,10.5,10.5,3.25
7006,2025-10-08,Soir,Sur place,18,2,22.5,45.0,15.74
7007,2025-10-08,Soir,A emporter,31,1,9.5,9.5,2.19
7007,2025-10-08,Soir,A emporter,39,2,3.0,6.0,0.6
7007,2025-10-08,Soir,A emporter,25,1,8.5,8.5,1.87
7007,2025-10-08,Soir,A emporter,28,1,8.0,8.0,1.92
7008,2025-10-08,Soir,A emporter,33,2,6.5,13.0,2.6
7008,2025-10-08,Soir,A emporter,3,1,13.5,13.5,4.46
7009,2025-10-08,Soir,A emporter,25,1,8.5,8.5,1.87
7009,2025-10-08,Soir,A emporter,31,1,9.5,9.5,2.19
7009,2025-10-08,Soir,A emporter,26,1,9.0,9.0,2.34
7010,2025-10-08,Midi,Livraison,17,1,20.0,20.0,7.2
7010,2025-10-08,Midi,Livraison,20,1,18.0,18.0,5.4
7011,2025-10-08,Soir,Livraison,3,1,13.5,13.5,4.46
7011,2025-10-08,Soir,Livraison,20,1,18.0,18.0,5.4
7011,2025-10-08,Soir,Livraison,19,1,16.0,16.0,4.32
7012,2025-10-08,Midi,A emporter,28,1,8.0,8.0,1.92
7012,2025-10-08,Midi,A emporter,39,3,3.0,9.0,0.9
7012,2025-10-08,Midi,A emporter,38,1,4.5,4.5,0.67
7013,2025-10-09,Soir,Sur place,28,1,8.0,8.0,1.92
7013,2025-10-09,Soir,Sur place,21,1,5.5,5.5,1.21
7014,2025-10-09,Midi,Sur place,21,1,5.5,5.5,1.21
7014,2025-10-09,Midi,Sur place,3,1,13.5,13.5,4.46
7015,2025-10-09,Soir,Sur place,13,1,17.5,17.5,4.55
7016,2025-10-09,Soir,A emporter,22,2,6.0,12.0,3.36
7016,2025-10-09,Soir,A emporter,34,1,6.5,6.5,1.3
7016,2025-10-09,Soir,A emporter,21,1,5.5,5.5,1.21
7017,2025-10-09,Midi,Sur place,33,2,6.5,13.0,2.6
7017,2025-10-09,Midi,Sur place,39,1,3.0,3.0,0.3
7018,2025-10-09,Soir,Livraison,25,1,8.5,8.5,1.87
7018,2025-10-09,Soir,Livraison,4,1,9.5,9.5,2.66
7018,2025-10-09,Soir,Livraison,26,1,9.0,9.0,2.34
7019,2025-10-09,Midi,A emporter,28,1,8.0,8.0,1.92
7019,2025-10-09,Midi,A emporter,38,2,4.5,9.0,1.34
7019,2025-10-09,Midi,A emporter,4,2,9.5,19.0,5.32
7020,2025-10-09,Midi,A emporter,33,1,6.5,6.5,1.3
7021,2025-10-09,Soir,Sur place,38,1,4.5,4.5,0.67
7021,2025-10-09,Soir,Sur place,26,2,9.0,18.0,4.68
7022,2025-10-09,Soir,Sur place,33,1,6.5,6.5,1.3
7022,2025-10-09,Soir,Sur place,26,3,9.0,27.0,7.02
7022,2025-10-09,Soir,Sur place,24,1,4.5,4.5,0.9
7022,2025-10-09,Soir,Sur place,30,1,11.0,11.0,4.4
7023,2025-10-09,Midi,Sur place,36,2,11.0,22.0,4.84
7023,2025-10-09,Midi,Sur place,26,1,9.0,9.0,2.34
7024,2025-10-09,Soir,Sur place,4,1,9.5,9.5,2.66
7024,2025-10-09,Soir,Sur place,3,1,13.5,13.5,4.46
7024,2025-10-09,Soir,Sur place,33,1,6.5,6.5,1.3
7024,2025-10-09,Soir,Sur place,26,1,9.0,9.0,2.34
7025,2025-10-09,Soir,Sur place,22,1,6.0,6.0,1.68
7026,2025-10-09,Midi,A emporter,36,1,11.0,11.0,2.42
7026,2025-10-09,Midi,A emporter,36,1,11.0,11.0,2.42
7026,2025-10-09,Midi,A emporter,33,1,6.5,6.5,1.3
7026,2025-10-09,Midi,A emporter,28,2,8.0,16.0,3.84
7026,2025-10-09,Midi,A emporter,9,2,18.5,37.0,12.58
7027,2025-10-09,Soir,Livraison,15,1,19.5,19.5,6.24
7027,2025-10-09,Soir,Livraison,37,2,4.0,8.0,0.96
7027,2025-10-09,Soir,Livraison,21,1,5.5,5.5,1.21
7028,2025-10-09,Midi,Sur place,39,1,3.0,3.0,0.3
7028,2025-10-09,Midi,Sur place,39,1,3.0,3.0,0.3
7028,2025-10-09,Midi,Sur place,7,3,16.5,49.5,19.8
7028,2025-10-09,Midi,Sur place,40,2,5.5,11.0,3.3
7028,2025-10-09,Midi,Sur place,7,1,16.5,16.5,6.6
7029,2025-10-09,Midi,Sur place,34,1,6.5,6.5,1.3
7030,2025-10-09,Soir,Sur place,21,1,5.5,5.5,1.21
7030,2025-10-09,Soir,Sur place,29,1,8.5,8.5,2.29
7031,2025-10-09,Midi,Sur place,11,1,26.0,26.0,10.4
7031,2025-10-09,Midi,Sur place,39,1,3.0,3.0,0.3
7031,2025-10-09,Midi,Sur place,34,1,6.5,6.5,1.3
7031,2025-10-09,Midi,Sur place,16,1,18.0,18.0,4.5
7032,2025-10-09,Midi,Sur place,23,2,6.5,13.0,3.38
7032,2025-10-09,Midi,Sur place,25,1,8.5,8.5,1.87
7032,2025-10-09,Midi,Sur place,12,1,21.0,21.0,5.88
7033,2025-10-09,Soir,Sur place,22,1,6.0,6.0,1.68
7034,2025-10-09,Midi,Sur place,36,2,11.0,22.0,4.84
7034,2025-10-09,Midi,Sur place,1,1,7.5,7.5,1.8
7034,2025-10-09,Midi,Sur place,29,1,8.5,8.5,2.29
7035,2025-10-09,Midi,Sur place,9,2,18.5,37.0,12.58
7035,2025-10-09,Midi,Sur place,15,1,19.5,19.5,6.24
7036,2025-10-09,Midi,Livraison,35,3,6.0,18.0,3.24
7036,2025-10-09,Midi,Livraison,13,1,17.5,17.5,4.55
7036,2025-10-09,Midi,Livraison,25,3,8.5,25.5,5.61
7037,2025-10-09,Midi,Sur place,9,1,18.5,18.5,6.29
7037,2025-10-09,Midi,Sur place,16,1,18.0,18.0,4.5
7037,2025-10-09,Midi,Sur place,26,2,9.0,18.0,4.68
7038,2025-10-09,Soir,Livraison,31,1,9.5,9.5,2.19
7038,2025-10-09,Soir,Livraison,37,1,4.0,4.0,0.48
7038,2025-10-09,Soir,Livraison,15,1,19.5,19.5,6.24
7038,2025-10-09,Soir,Livraison,4,1,9.5,9.5,2.66
7039,2025-10-09,Midi,Sur place,26,1,9.0,9.0,2.34
7040,2025-10-09,Soir,Sur place,29,1,8.5,8.5,2.29
7040,2025-10-09,Soir,Sur place,38,1,4.5,4.5,0.67
7040,2025-10-09,Soir,Sur place,11,1,26.0,26.0,10.4
7041,2025-10-09,Soir,Sur place,21,1,5.5,5.5,1.21
7041,2025-10-09,Soir,Sur place,1,1,7.5,7.5,1.8
7041,2025-10-09,Soir,Sur place,33,1,6.5,6.5,1.3
7042,2025-10-09,Midi,Sur place,13,1,17.5,17.5,4.55
7042,2025-10-09,Midi,Sur place,2,1,11.0,11.0,3.3
7043,2025-10-09,Soir,Sur place,6,1,10.5,10.5,3.25
7043,2025-10-09,Soir,Sur place,22,2,6.0,12.0,3.36
7044,2025-10-09,Midi,A emporter,37,1,4.0,4.0,0.48
7044,2025-10-09,Midi,A emporter,35,1,6.0,6.0,1.08
7044,2025-10-09,Midi,A emporter,36,1,11.0,11.0,2.42
7044,2025-10-09,Midi,A emporter,24,1,4.5,4.5,0.9
7044,2025-10-09,Midi,A emporter,17,1,20.0,20.0,7.2
7044,2025-10-09,Midi,A emporter,10,1,29.0,29.0,12.18
7045,2025-10-09,Midi,Sur place,39,1,3.0,3.0,0.3
7045,2025-10-09,Midi,Sur place,25,1,8.5,8.5,1.87
7045,2025-10-09,Midi,Sur place,39,1,3.0,3.0,0.3
7046,2025-10-09,Midi,Sur place,16,2,18.0,36.0,9.0
7046,2025-10-09,Midi,Sur place,37,1,4.0,4.0,0.48
7046,2025-10-09,Midi,Sur place,14,1,27.5,27.5,11.27
